Country;Semester;Electricity Price;time_frequency;energy_product;energy_consumption;unit_of_measure;tax_type;currency;consumption_description;consumption_band
Slovenia;2022-S2;0.2177;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Slovakia;2022-S2;0.215;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Finland;2022-S2;0.3446;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Sweden;2022-S2;0.4094;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Iceland;2022-S2;0.2904;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Liechtenstein;2022-S2;0.3419;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Norway;2022-S2;0.5188;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Bosnia and Herzegovina;2022-S2;0.1664;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Montenegro;2022-S2;0.1157;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Moldova;2022-S2;0.1663;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
North Macedonia;2022-S2;0.0988;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Georgia;2022-S2;0.0632;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Albania;2022-S2;0.0813;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Serbia;2022-S2;0.2146;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Türkiye;2022-S2;0.0784;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Kosovo*;2022-S2;0.0717;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Belgium;2023-S1;0.4274;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Bulgaria;2023-S1;0.0966;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Czechia;2023-S1;0.4528;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Denmark;2023-S1;0.3634;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Germany;2023-S1;0.4304;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Estonia;2023-S1;0.229;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Ireland;2023-S1;0.5396;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Greece;2023-S1;0.3033;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Spain;2023-S1;0.4406;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
France;2023-S1;0.3585;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Croatia;2023-S1;0.204;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Italy;2023-S1;0.5313;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Cyprus;2023-S1;0.4177;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Latvia;2023-S1;0.31;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Lithuania;2023-S1;0.2668;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Luxembourg;2023-S1;0.4805;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Hungary;2023-S1;0.068;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Malta;2023-S1;0.3288;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Netherlands;2023-S1;0.8362;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Austria;2023-S1;0.4012;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Poland;2023-S1;0.1406;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Portugal;2023-S1;0.3553;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Romania;2023-S1;0.1192;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Slovenia;2023-S1;0.2531;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Slovakia;2023-S1;0.235;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Finland;2023-S1;0.3452;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Sweden;2023-S1;0.3291;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Iceland;2023-S1;0.2845;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Liechtenstein;2023-S1;0.5286;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Norway;2023-S1;0.3751;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Bosnia and Herzegovina;2023-S1;0.2032;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Montenegro;2023-S1;0.1227;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Moldova;2023-S1;0.1726;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
North Macedonia;2023-S1;0.096;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Georgia;2023-S1;0.0649;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Albania;2023-S1;0.0842;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Serbia;2023-S1;0.256;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Türkiye;2023-S1;0.069;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Kosovo*;2023-S1;0.0785;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Belgium;2023-S2;0.3946;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Bulgaria;2023-S2;0.1;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Czechia;2023-S2;0.4441;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Denmark;2023-S2;0.2439;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Germany;2023-S2;0.4335;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Estonia;2023-S2;0.2413;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Ireland;2023-S2;0.5318;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Greece;2023-S2;0.3288;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Spain;2023-S2;0.3811;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
France;2023-S2;0.4256;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Croatia;2023-S2;0.1934;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Italy;2023-S2;0.3927;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Cyprus;2023-S2;0.4544;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Latvia;2023-S2;0.443;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Lithuania;2023-S2;0.2202;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Luxembourg;2023-S2;0.4501;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Hungary;2023-S2;0.065;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Malta;2023-S2;0.343;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Netherlands;2023-S2;0.6498;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Austria;2023-S2;0.4248;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Poland;2023-S2;0.1455;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Portugal;2023-S2;0.3854;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Romania;2023-S2;0.1185;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Slovenia;2023-S2;0.218;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Slovakia;2023-S2;0.2127;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Finland;2023-S2;0.3103;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Sweden;2023-S2;0.271;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Iceland;2023-S2;0.305;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Liechtenstein;2023-S2;0.4661;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Norway;2023-S2;0.3929;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Bosnia and Herzegovina;2023-S2;0.1688;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Montenegro;2023-S2;0.1152;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Moldova;2023-S2;0.1361;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
North Macedonia;2023-S2;0.0989;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Georgia;2023-S2;0.059;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Albania;2023-S2;0.0907;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Serbia;2023-S2;0.2346;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
Türkiye;2023-S2;0.046;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption less than 1 000 kWh - band DA;DA
